,Company,Category,Sub-Category,Acquired/IPO,Exit Year,Data Driven / Hardwired Video
927,Predata,Data Sources & APIs,Financial & Economic Data,,,Video
928,Premise Data,Data Sources & APIs,Financial & Economic Data,,,Video
929,Quandl,Data Sources & APIs,Financial & Economic Data,Acquired by NASDAQ in December 2018,2018,Video
930,Second Measure,Data Sources & APIs,Financial & Economic Data,,,
931,SmartNews,Data Sources & APIs,Financial & Economic Data,,,
932,Standard Treasury,Data Sources & APIs,Financial & Economic Data,Acquired by SVB in August 2015,2015,
933,StockTwits,Data Sources & APIs,Financial & Economic Data,,,
934,System2,Data Sources & APIs,Financial & Economic Data,,,Video
935,Thinknum,Data Sources & APIs,Financial & Economic Data,,,
936,Thomson Reuters,Data Sources & APIs,Financial & Economic Data,,,
937,Tink,Data Sources & APIs,Financial & Economic Data,,,
938,World Bank Open Data,Data Sources & APIs,Financial & Economic Data,,,
939,Xignite,Data Sources & APIs,Financial & Economic Data,,,
940,Yodlee,Data Sources & APIs,Financial & Economic Data,Acquired in 2015 by Envestnet,2015,
941,Apple,Data Sources & APIs,Health,,,
942,Eight Sleep,Data Sources & APIs,Health,,,
943,Fitbit,Data Sources & APIs,Health,IPO in June 2015,2015,
944,Garmin,Data Sources & APIs,Health,,,
945,HumanAPI,Data Sources & APIs,Health,,,
946,Jawbone,Data Sources & APIs,Health,,,
947,Kinsa,Data Sources & APIs,Health,,,
948,Mimic,Data Sources & APIs,Health,,,
949,Misfit,Data Sources & APIs,Health,Acquired by Fossil in November 2015,2015,
950,Netatmo,Data Sources & APIs,Health,Acquired by Legrand in November 2018,2018,
951,Practice Fusion,Data Sources & APIs,Health,,,
952,Validic,Data Sources & APIs,Health,,,
953,Withings,Data Sources & APIs,Health,Acquired by Nokia in April 2016,2016,
954,Carto,Data Sources & APIs,Location Intelligence,,,Video
955,Cuebiq,Data Sources & APIs,Location Intelligence,,,
956,Esri,Data Sources & APIs,Location Intelligence,,,
957,Foursquare,Data Sources & APIs,Location Intelligence,,,Video
958,Hexagon Geospatial,Data Sources & APIs,Location Intelligence,,,
959,Locu,Data Sources & APIs,Location Intelligence,Acquired by GoDaddy in August 2013,2013,
960,Loqate,Data Sources & APIs,Location Intelligence,Acquired by GBGroup in April 2015,2015,
961,MapAnything,Data Sources & APIs,Location Intelligence,,,
962,Mapbox,Data Sources & APIs,Location Intelligence,,,
963,Mapillary,Data Sources & APIs,Location Intelligence,,,
964,OpenStreetMap,Data Sources & APIs,Location Intelligence,,,
965,Pitney Bowes,Data Sources & APIs,Location Intelligence,,,
966,PlaceIQ,Data Sources & APIs,Location Intelligence,,,Video
967,Radar.io,Data Sources & APIs,Location Intelligence,,,
968,Sense360,Data Sources & APIs,Location Intelligence,,,
969,Apollo Scape,Data Sources & APIs,Other,,,
970,Berkeley DeepDrive,Data Sources & APIs,Other,,,
971,COCO,Data Sources & APIs,Other,,,
972,Crux Informatics,Data Sources & APIs,Other,,,
973,Data.gov,Data Sources & APIs,Other,,,Video
974,Gnip,Data Sources & APIs,Other,Acquired by Twitter in April 2014,2014,Video
975,Highcharts,Data Sources & APIs,Other,,,
976,ImageNet,Data Sources & APIs,Other,,,
977,LabelMe,Data Sources & APIs,Other,,,
978,Narrative,Data Sources & APIs,Other,,,
979,Panjiva,Data Sources & APIs,Other,Acquired by S&P in February 2018,2018,Video
980,WikiLinks,Data Sources & APIs,Other,,,
981,xView,Data Sources & APIs,Other,,,
982,DemystData,Data Sources & APIs,People / Entities,,,
983,Acxiom,Data Sources & APIs,People/Entities,,,
984,Basis Technology,Data Sources & APIs,People/Entities,,,
985,BlueKai,Data Sources & APIs,People/Entities,Acquired by Oracle in February 2014,2014,
986,Brandwatch,Data Sources & APIs,People/Entities,Acquired by Brandwatch in October 2018,2018,
987,Circulate,Data Sources & APIs,People/Entities,Acquired by Acxiom in November 2016,2016,
988,Datalogix,Data Sources & APIs,People/Entities,Acquired by Oracle in December 2014,2014,
989,DataMarket,Data Sources & APIs,People/Entities,Acquired by Qlik in October 2014,2014,Video
990,Epsilon,Data Sources & APIs,People/Entities,,,
991,Experian,Data Sources & APIs,People/Entities,,,
992,Fliptop,Data Sources & APIs,People/Entities,Acquired by LinkedIn in August 2015,2015,
993,InsideView,Data Sources & APIs,People/Entities,,,
994,Knoema,Data Sources & APIs,People/Entities,,,
995,LiveRamp,Data Sources & APIs,People/Entities,Acquired by Acxiom in May 2014,2014,
996,Melissa,Data Sources & APIs,People/Entities,,,
997,Placemeter,Data Sources & APIs,People/Entities,Acquired by Netgear in December 2016,2016,Video
998,Safegraph,Data Sources & APIs,People/Entities,,,Video
999,Zoominfo,Data Sources & APIs,People/Entities,,,
1000,ARM,Infrastructure,AI Hardware,,,
1001,Berkshire Grey,Infrastructure,AI Hardware,,,
1002,Cerebras,Infrastructure,AI Hardware,,,Video
1003,Cerebras Systems,Infrastructure,AI Hardware,,,
1004,Cornami,Infrastructure,AI Hardware,,,
1005,Covariant,Infrastructure,AI Hardware,,,
1006,Credo,Infrastructure,AI Hardware,,,
1007,Efinix,Infrastructure,AI Hardware,,,
1008,Esperanto Technologies,Infrastructure,AI Hardware,,,
1009,Flex Logix,Infrastructure,AI Hardware,,,
1010,Google TPU,Infrastructure,AI Hardware,,,
1011,Graphcore,Infrastructure,AI Hardware,,,
1012,Hailo,Infrastructure,AI Hardware,,,
1013,Horizon Robotics,Infrastructure,AI Hardware,,,
1014,IBM Power Systems,Infrastructure,AI Hardware,,,
1015,Intel AI,Infrastructure,AI Hardware,Acquired by Intel in August 2016,2016,
1016,Intellifusion,Infrastructure,AI Hardware,,,
1017,Movidius,Infrastructure,AI Hardware,Acquired by Intel in September 2016,2016,
1018,Mythic,Infrastructure,AI Hardware,,,
1019,NVIDIA DGX-1,Infrastructure,AI Hardware,,,
1020,Scortex,Infrastructure,AI Hardware,,,
1021,Wave Computing,Infrastructure,AI Hardware,,,
1022,Arthur,Infrastructure,AI Ops,,,
1023,Algorithmia,Infrastructure,AI Ops,,,Video
1024,Comet.ml,Infrastructure,AI Ops,,,
1025,Datatron,Infrastructure,AI Ops,,,
1026,Datmo,Infrastructure,AI Ops,,,
1027,Darwin AI,Infrastructure,AI Ops,,,
1028,Determined AI,Infrastructure,AI Ops,,,
1029,Fiddler,Infrastructure,AI Ops,,,
1030,Fiddler,Infrastructure,AI Ops,,,
1031,Fritz,Infrastructure,AI Ops,,,
1032,Saagie,Infrastructure,AI Ops,,,
1033,Spell,Infrastructure,AI Ops,,,Video
1034,StreamSQL,Infrastructure,AI Ops,,,
1035,Tecton.AI,Infrastructure,AI Ops,,,
1036,Verta,Infrastructure,AI Ops,,,
1037,Weights,Infrastructure,AI Ops,,,
1038,Apigee,Infrastructure,App Dev,Acquired by Google in September 2016,2016,
1039,Cask,Infrastructure,App Dev,Acquired by Google in May 2018,2018,Video
1040,Driven.io,Infrastructure,App Dev,Acquired by Xplenty in December 2016,2016,
1041,Keen IO,Infrastructure,App Dev,,,
1042,Lightbend,Infrastructure,App Dev,,,
1043,Rainforest QA,Infrastructure,App Dev,,,
1044,Acunu,Infrastructure,Cluster Services,Acquired by Apple in March 2015,2015,
1045,Amazon ECS,Infrastructure,Cluster Services,,,
1046,Amazon EKS,Infrastructure,Cluster Services,,,
1047,Anyscale,Infrastructure,Cluster Services,,,
1048,Azure CycleCloud,Infrastructure,Cluster Services,,,
1049,Bright Cluster Manager,Infrastructure,Cluster Services,,,
1050,CoreOS,Infrastructure,Cluster Services,Acquired by Red Hat in January 2018,2018,
1051,Google Borg,Infrastructure,Cluster Services,,,
1052,Google Omega,Infrastructure,Cluster Services,,,
1053,HPE Performance Cluster Manager,Infrastructure,Cluster Services,,,
1054,IBM Platform Cluster Manager,Infrastructure,Cluster Services,,,
1055,IBM Power Systems,Infrastructure,Cluster Services,,,
1056,IBM Tivoli System Automation for Multiplatforms,Infrastructure,Cluster Services,,,
1057,LexisNexis HPCC Systems,Infrastructure,Cluster Services,,,
1058,Mesosphere,Infrastructure,Cluster Services,,,Video
1059,Microsoft Cluster Server,Infrastructure,Cluster Services,,,
1060,Packet,Infrastructure,Cluster Services,,,
1061,PepperData,Infrastructure,Cluster Services,,,
1062,Scyld ClusterWare,Infrastructure,Cluster Services,,,
1063,StackIQ,Infrastructure,Cluster Services,,,
1064,Scale AI,Infrastructure,Data Generation & Labeling,,,
1065,AI.Reverie,Infrastructure,Data Generation & Labelling,,,
1066,Amazon Mechanical Turk,Infrastructure,Data Generation & Labelling,,,
1067,DataGen,Infrastructure,Data Generation & Labelling,,,
1068,Appen,Infrastructure,Data Generation & Labelling,Acquired by Appen in March 2019,2019,Video
1069,Hive,Infrastructure,Data Generation & Labelling,,,
1070,Labelbox,Infrastructure,Data Generation & Labelling,,,
1071,Lionbridge,Infrastructure,Data Generation & Labelling,,,
1072,Neuromation,Infrastructure,Data Generation & Labelling,,,
1073,Samasource,Infrastructure,Data Generation & Labelling,,,
1074,Scale,Infrastructure,Data Generation & Labelling,,,
1075,Servio,Infrastructure,Data Generation & Labelling,Acquired by CrowdSource in November 2013,2013,
1076,Unity,Infrastructure,Data Generation & Labelling,,,
1077,Upwork,Infrastructure,Data Generation & Labelling,,,
1078,Alation,Infrastructure,Data Governance & Access,,,Video
1079,BackOffice Associates,Infrastructure,Data Governance & Access,Acquired by Bridge Growth Partners in January 2018,2018,
1080,Collibra,Infrastructure,Data Governance & Access,,,Video
1081,data.world,Infrastructure,Data Governance & Access,,,
1082,Dremio,Infrastructure,Data Governance & Access,,,
1083,IBM,Infrastructure,Data Governance & Access,,,
1084,Immuta,Infrastructure,Data Governance & Access,,,
1085,Informatica,Infrastructure,Data Governance & Access,,,
1086,MANTA,Infrastructure,Data Governance & Access,,,
1087,McAfee Skyhigh Security Cloud (fka Skyhigh Networks),Infrastructure,Data Governance & Access,Acquired by McAfee in November 2017,2017,
1088,Okera,Infrastructure,Data Governance & Access,,,
1089,Sailpoint,Infrastructure,Data Governance & Access,IPO in November 2017,2017,
1090,Waterline Data,Infrastructure,Data Governance & Access,Acquired by Hitachi in January 2020,2020,
1091,Alooma,Infrastructure,Data Integration,Acquired by Google in February 2019,2019,
1092,Attunity,Infrastructure,Data Integration,Acquired by Qlik in February 2019,2019,
1093,Bedrock Data,Infrastructure,Data Integration,Acquired by Formstack in February 2019,2019,
1094,Census,Infrastructure,Data Integration,,,
1095,Enigma,Infrastructure,Data Integration,,,Video
1096,Fivetran,Infrastructure,Data Integration,,,
1097,Import.io,Infrastructure,Data Integration,,,
1098,Informatica,Infrastructure,Data Integration,,,
1099,Infoworks.io,Infrastructure,Data Integration,,,
1100,Matillion,Infrastructure,Data Integration,,,
1101,MuleSoft,Infrastructure,Data Integration,Acquired by Salesforce in March 2018,2018,
1102,Podium Data,Infrastructure,Data Integration,Acquired by Qlik in July 2018,2018,
1103,Pool Party,Infrastructure,Data Integration,,,
1104,SAP Data Services,Infrastructure,Data Integration,,,
1105,Segment,Infrastructure,Data Integration,,,Video
1106,SnapLogic,Infrastructure,Data Integration,,,
1107,Snowplow,Infrastructure,Data Integration,,,
1108,Stitch Data,Infrastructure,Data Integration,Acquired by Talend in November 2018,2018,
1109,Tealium,Infrastructure,Data Integration,,,
1110,Tray,Infrastructure,Data Integration,,,
1111,Xplenty,Infrastructure,Data Integration,Acquired by Xenon Ventures in December 2018,2018,
1112,Zaloni,Infrastructure,Data Integration,,,
1113,AWS Lake Formation,Infrastructure,Data Lakes,,,
1114,Azure Data Lake Storage,Infrastructure,Data Lakes,,,
1115,Cazena,Infrastructure,Data Lakes,,,Video
1116,Dremio,Infrastructure,Data Lakes,,,
1117,IBM Power Systems,Infrastructure,Data Lakes,,,
1118,Qubole,Infrastructure,Data Lakes,,,Video
1119,Yellowbrick Data,Infrastructure,Data Lakes,,,
1120,Databand,Infrastructure,Data Quality,,,
1121,Datafold,Infrastructure,Data Quality,,,
1122,Great Expectations,Infrastructure,Data Quality,,,
1123,Monte Carlo Data,Infrastructure,Data Quality,,,
1124,Precisely,Infrastructure,Data Quality,,,
1125,Soda Data,Infrastructure,Data Quality,,,
1126,Talend,Infrastructure,Data Quality,,,
1127,Toro,Infrastructure,Data Quality,,,
1128,Amazon Redshift,Infrastructure,Data Warehouses,,,
1129,Azure Synapse,Infrastructure,Data Warehouses,,,
1130,Firebolt,Infrastructure,Data Warehouses,,,
1131,Google BigQuery,Infrastructure,Data Warehouses,,,
1132,Google Mesa,Infrastructure,Data Warehouses,,,
1133,InfoWorks,Infrastructure,Data Warehouses,,,
1134,Infoworks.io,Infrastructure,Data Warehouses,,,
1135,Microsoft SQL Data Warehouse,Infrastructure,Data Warehouses,,,
1136,Oracle Exadata Cloud,Infrastructure,Data Warehouses,,,
1137,Pivotal Greenplum,Infrastructure,Data Warehouses,,,
1138,Snowflake,Infrastructure,Data Warehouses,,,Video
1139,SpaceCurve,Infrastructure,Data Warehouses,,,
1140,Alteryx,Infrastructure,ETL / Data Transformation,,,
1141,AWS Athena,Infrastructure,ETL / Data Transformation,,,
1142,AWS Glue,Infrastructure,ETL / Data Transformation,,,
1143,Azure Data Factory,Infrastructure,ETL / Data Transformation,,,
1144,Fishtown Analytics,Infrastructure,ETL / Data Transformation,,,
1145,Kalido,Infrastructure,ETL / Data Transformation,,,
1146,Lattice Data,Infrastructure,ETL / Data Transformation,Acquired by Apple in May 2017,2017,
1147,Paxata,Infrastructure,ETL / Data Transformation,Acquired by Data Robot in December 2019,2019,Video
1148,Pentaho,Infrastructure,ETL / Data Transformation,Acquired by Hitachi in Feb 2015,2015,
1149,Revelytix,Infrastructure,ETL / Data Transformation,Acquired by Teradata in July 2014,2014,
1150,StreamSets,Infrastructure,ETL / Data Transformation,,,
1151,StrikeIron,Infrastructure,ETL / Data Transformation,Acquired by Informatica in July 2014,2014,
1152,Talend,Infrastructure,ETL / Data Transformation,IPO in July 2016,2016,Video
1153,Tamr,Infrastructure,ETL / Data Transformation,,,Video
1154,Trifacta,Infrastructure,ETL / Data Transformation,,,Video
1155,Blazegraph,Infrastructure,GPU DBs & Cloud,,,
1156,BlazingDB,Infrastructure,GPU DBs & Cloud,,,
1157,Brytlyt,Infrastructure,GPU DBs & Cloud,,,
1158,Fauna,Infrastructure,GPU DBs & Cloud,,,
1159,FloydHub,Infrastructure,GPU DBs & Cloud,,,
1160,Kinetica,Infrastructure,GPU DBs & Cloud,,,Video
1161,OmniSci,Infrastructure,GPU DBs & Cloud,,,Video
1162,Paperspace,Infrastructure,GPU DBs & Cloud,,,Video
1163,PG-Strom,Infrastructure,GPU DBs & Cloud,,,
1164,SQream,Infrastructure,GPU DBs & Cloud,,,
1165,SQream,Infrastructure,GPU DBs & Cloud,,,
1166,Amazon Neptune,Infrastructure,Graph Databases,,,
1167,Aster Data,Infrastructure,Graph Databases,Acquired by Teradata in March 2011,2011,Video
1168,Aurelius TitanDB,Infrastructure,Graph Databases,Acquired by Datastax in Feb 2015,2015,
1169,Cambridge Semantics,Infrastructure,Graph Databases,,,
1170,Giraph,Infrastructure,Graph Databases,,,
1171,GraphDB,Infrastructure,Graph Databases,Acquired by Ontotext in 2014,2014,
1172,IBM Graph,Infrastructure,Graph Databases,,,
1173,InfiniteGraph,Infrastructure,Graph Databases,,,
1174,Neo4j,Infrastructure,Graph Databases,,,Video
1175,Objectivity,Infrastructure,Graph Databases,,,
1176,Oracle Spatial and Graph,Infrastructure,Graph Databases,,,
1177,OrientDB,Infrastructure,Graph Databases,Acquired by CallidusCloud in September 2017,2017,
1178,Stardog,Infrastructure,Graph Databases,,,
1179,TigergraphDB,Infrastructure,Graph Databases,,,
1180,Altiscale,Infrastructure,Hadoop,Acquired by SAP in September 2016,2016,Video
1181,Amazon Elastic Map Reduce,Infrastructure,Hadoop,,,
1182,BlueData Software,Infrastructure,Hadoop,Acquired by Hewlett Packard in November 2018,2018,
1183,CenturyLink,Infrastructure,Hadoop,,,
1184,Cloudera,Infrastructure,Hadoop,IPO in April 2017,2017,Video
1185,Google DataProc,Infrastructure,Hadoop,,,
1186,Google MillWheel,Infrastructure,Hadoop,,,
1187,Hadapt,Infrastructure,Hadoop,Acquired by Teradata in July 2014,2014,Video
1188,Hstreaming,Infrastructure,Hadoop,Acquired by Adello in September 2013,2013,
1189,IBM InfoSphere BigInsights,Infrastructure,Hadoop,,,
1190,IBM InfoSphere BigInsights,Infrastructure,Hadoop,,,
1191,Infochimps,Infrastructure,Hadoop,Acquired by CSC in August 2013,2013,Video
1192,Jethro,Infrastructure,Hadoop,,,
1193,Microsoft Azure HDInsight,Infrastructure,Hadoop,,,
1194,Mortar,Infrastructure,Hadoop,Acquired by Datadog in February 2015,2015,Video
1195,Pivotal,Infrastructure,Hadoop,IPO in April 2018,2018,
1196,Treasure Data,Infrastructure,Hadoop,Acquired by Arm in July 2018,2018,
1197,Actifio,Infrastructure,Mgmt/Monitoring,,,
1198,Amazon CloudWatch,Infrastructure,Mgmt/Monitoring,,,
1199,AppDynamics,Infrastructure,Mgmt/Monitoring,Acquired by Cisco in January 2017,2017,
1200,AppFirst,Infrastructure,Mgmt/Monitoring,Acquired by ScienceLogic in August 2016,2016,
1201,Boundary,Infrastructure,Mgmt/Monitoring,Acquired by BMC in August 2015,2015,
1202,Chronosphere,Infrastructure,Mgmt/Monitoring,,,
1203,Datadog,Infrastructure,Mgmt/Monitoring,,,Video
1204,Driven.io,Infrastructure,Mgmt/Monitoring,Acquired by Xplenty in December 2016,2016,
1205,Dynatrace,Infrastructure,Mgmt/Monitoring,,,
1206,Grafana Labs,Infrastructure,Mgmt/Monitoring,,,
1207,Magnitude Software,Infrastructure,Mgmt/Monitoring,,,
1208,ManageEngine (Zoho),Infrastructure,Mgmt/Monitoring,,,
1209,Metafor Software,Infrastructure,Mgmt/Monitoring,Acquired by Splunk in June 2015,2015,
1210,MOOGsoft,Infrastructure,Mgmt/Monitoring,,,
1211,Nagios,Infrastructure,Mgmt/Monitoring,,,
1212,New Relic,Infrastructure,Mgmt/Monitoring,IPO in December 2014,2014,
1213,Numerify,Infrastructure,Mgmt/Monitoring,,,
1214,OceanSync,Infrastructure,Mgmt/Monitoring,,,
1215,OpsRamp,Infrastructure,Mgmt/Monitoring,,,
1216,PagerDuty,Infrastructure,Mgmt/Monitoring,IPO in April 2019,2019,
1217,Rocana,Infrastructure,Mgmt/Monitoring,Acquired by Splunk in October 2017,2017,
1218,ScaleARC,Infrastructure,Mgmt/Monitoring,,,
1219,Scalyr,Infrastructure,Mgmt/Monitoring,,,
1220,ScienceLogic,Infrastructure,Mgmt/Monitoring,,,
1221,SignalFX,Infrastructure,Mgmt/Monitoring,Acquired by Splunk,2019,
1222,Solarwinds,Infrastructure,Mgmt/Monitoring,,,
1223,Splunk,Infrastructure,Mgmt/Monitoring,,,Video
1224,Unravel Data,Infrastructure,Mgmt/Monitoring,,,
1225,Veeam,Infrastructure,Mgmt/Monitoring,,,
1226,Wavefront,Infrastructure,Mgmt/Monitoring,,,
1227,Zenoss,Infrastructure,Mgmt/Monitoring,,,
1228,Actian,Infrastructure,MPP Databases,,,
1229,Exasol,Infrastructure,MPP Databases,,,
1230,HPE Vertica,Infrastructure,MPP Databases,,,
1231,IBM Data Warehouse Systems (fka Netezza),Infrastructure,MPP Databases,,,
1232,Kognitio,Infrastructure,MPP Databases,,,
1233,ParAccel,Infrastructure,MPP Databases,Acquired by Actian in April 2013,2013,
1234,Teradata,Infrastructure,MPP Databases,,,
1235,Amazon Aurora,Infrastructure,NewSQL Databases,,,
1236,Citus Data,Infrastructure,NewSQL Databases,Acquired by Microsoft in January 2019,2019,
1237,Clustrix,Infrastructure,NewSQL Databases,Acquired by MariaDB in September 2018,2018,
1238,CockroachDB,Infrastructure,NewSQL Databases,,,Video
1239,Google Spanner,Infrastructure,NewSQL Databases,,,Video
1240,InfluxData,Infrastructure,NewSQL Databases,,,Video
1241,MariaDB,Infrastructure,NewSQL Databases,,,
1242,MemSQL,Infrastructure,NewSQL Databases,,,Video
1243,NuoDB,Infrastructure,NewSQL Databases,,,
1244,Paradigm4 SciDB,Infrastructure,NewSQL Databases,,,
1245,Pivotal GemFire XD,Infrastructure,NewSQL Databases,,,
1246,Rainstor,Infrastructure,NewSQL Databases,Acquired by Teradata in Dec 2014,2014,
1247,SAP HANA,Infrastructure,NewSQL Databases,,,
1248,Splice Machine,Infrastructure,NewSQL Databases,,,
1249,TiDB (by PingCAP),Infrastructure,NewSQL Databases,,,
1250,Timescale,Infrastructure,NewSQL Databases,,,Video
1251,Trafodion,Infrastructure,NewSQL Databases,,,
1252,VoltDB,Infrastructure,NewSQL Databases,,,
1253,Aerospike,Infrastructure,NoSQL Databases,,,
1254,Amazon DocumentDB,Infrastructure,NoSQL Databases,,,
1255,Amazon DynamoDB,Infrastructure,NoSQL Databases,,,
1256,ArangoDB,Infrastructure,NoSQL Databases,,,
1257,Basho,Infrastructure,NoSQL Databases,,,
1258,Cloudant,Infrastructure,NoSQL Databases,Acquired by IBM in March 2014,2014,
1259,Couchbase,Infrastructure,NoSQL Databases,,,
1260,DataStax,Infrastructure,NoSQL Databases,,,
1261,FoundationDB,Infrastructure,NoSQL Databases,Acquired by Apple in March 2015,2015,
1262,Google Cloud Bigtable,Infrastructure,NoSQL Databases,,,
1263,Google Cloud DataStore,Infrastructure,NoSQL Databases,,,
1264,Hypertable,Infrastructure,NoSQL Databases,,,
1265,MarkLogic,Infrastructure,NoSQL Databases,,,
1266,Microsoft CosmosDB,Infrastructure,NoSQL Databases,,,
1267,MongoDB,Infrastructure,NoSQL Databases,IPO in November 2017,2017,Video
1268,OhmData,Infrastructure,NoSQL Databases,Acquired by WANdisco in June 2014,2014,
1269,Oracle,Infrastructure,NoSQL Databases,,,
1270,Redis Labs,Infrastructure,NoSQL Databases,,,
1271,ScyllaDB,Infrastructure,NoSQL Databases,,,
1272,SequoiaDB,Infrastructure,NoSQL Databases,,,
1273,AWS Lambda,Infrastructure,Serverless,,,
1274,Azure Functions,Infrastructure,Serverless,,,
1275,Google Cloud Functions,Infrastructure,Serverless,,,
1276,Nuclio,Infrastructure,Serverless,,,
1277,Pivotal Function Service,Infrastructure,Serverless,,,
1278,Pulsar Functions,Infrastructure,Serverless,,,
1279,Alluxio,Infrastructure,Storage,,,Video
1280,Amazon S3,Infrastructure,Storage,,,
1281,Amplidata,Infrastructure,Storage,Acquired by HGST in March 2015,2015,
1282,Avere Systems,Infrastructure,Storage,Acquired by Microsoft in January 2018,2018,
1283,Azure Storage,Infrastructure,Storage,,,
1284,Cleversafe,Infrastructure,Storage,Aquired by IBM in October 2015,2015,
1285,Clumio,Infrastructure,Storage,,,
1286,Cohesity,Infrastructure,Storage,,,
1287,Compuverde,Infrastructure,Storage,,,
1288,Google Cloud Storage,Infrastructure,Storage,,,
1289,Google Cloud Storage NearLine,Infrastructure,Storage,,,
1290,IBM Data Storage,Infrastructure,Storage,,,
1291,Nimble Storage,Infrastructure,Storage,Acquired by HPE in March 2017,2017,
1292,Panasas,Infrastructure,Storage,Acquired by Dowroc Partners in January 2019,2019,
1293,Pure Storage,Infrastructure,Storage,,,
1294,Qumulo,Infrastructure,Storage,,,
1295,Springpath,Infrastructure,Storage,Acquired by Cisco in August 2017,2017,
1296,VAST Data,Infrastructure,Storage,,,
1297,Wasabi,Infrastructure,Storage,,,
1298,Amazon Kinesis,Infrastructure,Streaming / In-Memory,,,
1299,Amiato,Infrastructure,Streaming / In-Memory,Acquired by Amazon in April 2015,2015,
1300,Causata,Infrastructure,Streaming / In-Memory,Acquired by NICE Systems in August 2013,2013,
1301,Confluent,Infrastructure,Streaming / In-Memory,,,Video
1302,Data Artisans,Infrastructure,Streaming / In-Memory,Acquired by Alibaba in January 2019,2019,Video
1303,Databricks,Infrastructure,Streaming / In-Memory,,,Video
1304,DataTorrent,Infrastructure,Streaming / In-Memory,Closed,2018,
1305,DataTorrent,Infrastructure,Streaming / In-Memory,,,
1306,Fastdata.io,Infrastructure,Streaming / In-Memory,,,
1307,GigaSpaces,Infrastructure,Streaming / In-Memory,,,
1308,Google Cloud DataFlow,Infrastructure,Streaming / In-Memory,,,
1309,GridGain,Infrastructure,Streaming / In-Memory,,,
1310,Hazelcast,Infrastructure,Streaming / In-Memory,,,
1311,Kx Systems,Infrastructure,Streaming / In-Memory,Acquired by First Derivatives in July 2018,2018,
1312,Landoop,Infrastructure,Streaming / In-Memory,,,
1313,MetaMarkets,Infrastructure,Streaming / In-Memory,Acquired by Snap in November 2017,2017,Video
1314,Parstream,Infrastructure,Streaming / In-Memory,Acquired by Cisco in November 2015,2015,
1315,Striim,Infrastructure,Streaming / In-Memory,,,
1316,Wallaroo Labs,Infrastructure,Streaming / In-Memory,,,Video
1317,MindsDB,Open Source,AI / Machine Learning / Deep Learning,,,
1318,BentoML,Open Source,AI Ops & Infra,,,
1319,DVC,Open Source,AI Ops & Infra,,,
1320,Hopsworks,Open Source,AI Ops & Infra,,,
1321,Kubeflow,Open Source,AI Ops & Infra,,,
1322,MLeap,Open Source,AI Ops & Infra,,,
1323,MLflow,Open Source,AI Ops & Infra,,,
1324,Pachyderm,Open Source,AI Ops & Infra,,,
1325,Polyaxon,Open Source,AI Ops & Infra,,,
1326,Seldon,Open Source,AI Ops & Infra,,,
1327,Snorkel,Open Source,AI Ops & Infra,,,
1328,Aerosolve,Open Source,AI/Machine Learning/Deep Learning,,,
1329,Caffe,Open Source,AI/Machine Learning/Deep Learning,,,
1330,Caret,Open Source,AI/Machine Learning/Deep Learning,,,
1331,Chainer,Open Source,AI/Machine Learning/Deep Learning,,,
1332,Deeplearning4j,Open Source,AI/Machine Learning/Deep Learning,,,
1333,DIMSUM,Open Source,AI/Machine Learning/Deep Learning,,,
1334,DMTK,Open Source,AI/Machine Learning/Deep Learning,,,
1335,DSSTNE,Open Source,AI/Machine Learning/Deep Learning,,,
1336,fast.ai,Open Source,AI/Machine Learning/Deep Learning,,,
1337,FeatureFu,Open Source,AI/Machine Learning/Deep Learning,,,
1338,Horovod,Open Source,AI/Machine Learning/Deep Learning,,,
1339,Intel AI,Open Source,AI/Machine Learning/Deep Learning,,,
1340,Keras,Open Source,AI/Machine Learning/Deep Learning,,,
1341,Ludwig,Open Source,AI/Machine Learning/Deep Learning,,,
1342,MADlib,Open Source,AI/Machine Learning/Deep Learning,,,
1343,Mahout,Open Source,AI/Machine Learning/Deep Learning,,,
1344,Michelangelo,Open Source,AI/Machine Learning/Deep Learning,,,
1345,Microsoft Cognitive Toolkit,Open Source,AI/Machine Learning/Deep Learning,,,
1346,mlr,Open Source,AI/Machine Learning/Deep Learning,,,
1347,MXNET,Open Source,AI/Machine Learning/Deep Learning,,,
1348,ONNX,Open Source,AI/Machine Learning/Deep Learning,,,
1349,OpenAI,Open Source,AI/Machine Learning/Deep Learning,,,
1350,OpenML,Open Source,AI/Machine Learning/Deep Learning,,,
1351,PaddlePaddle,Open Source,AI/Machine Learning/Deep Learning,,,
1352,PyML,Open Source,AI/Machine Learning/Deep Learning,,,
1353,PyTorch,Open Source,AI/Machine Learning/Deep Learning,,,
1354,scikit-learn,Open Source,AI/Machine Learning/Deep Learning,,,
1355,Singa,Open Source,AI/Machine Learning/Deep Learning,,,
1356,Spark MLlib,Open Source,AI/Machine Learning/Deep Learning,,,
1357,TensorFlow,Open Source,AI/Machine Learning/Deep Learning,,,
1358,Theano,Open Source,AI/Machine Learning/Deep Learning,,,
1359,Torch,Open Source,AI/Machine Learning/Deep Learning,,,
1360,Veles,Open Source,AI/Machine Learning/Deep Learning,,,
1361,Weka,Open Source,AI/Machine Learning/Deep Learning,,,
1362,Anaconda,Open Source,Collaboration,,,
1363,BeakerX,Open Source,Collaboration,,,
1364,Jupyter,Open Source,Collaboration,,,Video
